,Theta,Phi,Accuracy
400,0.225,0.775,16.1225
401,0.225,0.8,16.5825
402,0.225,0.8250000000000001,14.475
403,0.225,0.8500000000000001,15.9925
404,0.225,0.875,14.6125
405,0.225,0.9,15.0675
406,0.225,0.925,13.485
407,0.225,0.9500000000000001,12.8725
408,0.225,0.9750000000000001,15.065
409,0.225,1.0,13.415
410,0.25,0.0,64.6225
411,0.25,0.025,62.6175
412,0.25,0.05,64.95
413,0.25,0.07500000000000001,61.925
414,0.25,0.1,57.46
415,0.25,0.125,56.33
416,0.25,0.15000000000000002,50.92
417,0.25,0.17500000000000002,49.21
418,0.25,0.2,45.1675
419,0.25,0.225,42.445
420,0.25,0.25,41.835
421,0.25,0.275,37.9375
422,0.25,0.30000000000000004,36.1775
423,0.25,0.325,33.505
424,0.25,0.35000000000000003,31.855
425,0.25,0.375,31.9325
426,0.25,0.4,30.5275
427,0.25,0.42500000000000004,28.7475
428,0.25,0.45,27.56
429,0.25,0.47500000000000003,24.8025
430,0.25,0.5,24.77
431,0.25,0.525,24.7725
432,0.25,0.55,20.9225
433,0.25,0.5750000000000001,18.64
434,0.25,0.6000000000000001,19.105
435,0.25,0.625,20.545
436,0.25,0.65,20.5425
437,0.25,0.675,18.77
438,0.25,0.7000000000000001,18.405
439,0.25,0.7250000000000001,17.8575
440,0.25,0.75,16.435
441,0.25,0.775,16.7
442,0.25,0.8,17.7625
443,0.25,0.8250000000000001,16.4575
444,0.25,0.8500000000000001,14.6725
445,0.25,0.875,14.6675
446,0.25,0.9,15.5175
447,0.25,0.925,13.255
448,0.25,0.9500000000000001,14.205
449,0.25,0.9750000000000001,14.4725
450,0.25,1.0,15.755
451,0.275,0.0,55.5275
452,0.275,0.025,58.38
453,0.275,0.05,57.3275
454,0.275,0.07500000000000001,56.4675
455,0.275,0.1,58.05
456,0.275,0.125,51.2725
457,0.275,0.15000000000000002,53.905
458,0.275,0.17500000000000002,51.2725
459,0.275,0.2,43.925
460,0.275,0.225,44.385
461,0.275,0.25,39.215
462,0.275,0.275,35.32
463,0.275,0.30000000000000004,36.305
464,0.275,0.325,35.0025
465,0.275,0.35000000000000003,33.41
466,0.275,0.375,30.7875
467,0.275,0.4,27.0975
468,0.275,0.42500000000000004,26.925
469,0.275,0.45,26.355
470,0.275,0.47500000000000003,25.075
471,0.275,0.5,27.08
472,0.275,0.525,21.68
473,0.275,0.55,19.6525
474,0.275,0.5750000000000001,20.385
475,0.275,0.6000000000000001,19.625
476,0.275,0.625,21.0375
477,0.275,0.65,18.02
478,0.275,0.675,18.5075
479,0.275,0.7000000000000001,17.75
480,0.275,0.7250000000000001,15.7775
481,0.275,0.75,16.245
482,0.275,0.775,16.905
483,0.275,0.8,14.55
484,0.275,0.8250000000000001,14.7225
485,0.275,0.8500000000000001,13.1025
486,0.275,0.875,14.5275
487,0.275,0.9,13.6625
488,0.275,0.925,13.9275
489,0.275,0.9500000000000001,14.89
490,0.275,0.9750000000000001,14.04
491,0.275,1.0,14.925
492,0.30000000000000004,0.0,57.855
493,0.30000000000000004,0.025,51.2125
494,0.30000000000000004,0.05,54.415
495,0.30000000000000004,0.07500000000000001,53.94
496,0.30000000000000004,0.1,50.105
497,0.30000000000000004,0.125,48.165
498,0.30000000000000004,0.15000000000000002,48.8875
499,0.30000000000000004,0.17500000000000002,44.8675
500,0.30000000000000004,0.2,41.3325
501,0.30000000000000004,0.225,37.105
502,0.30000000000000004,0.25,35.795
503,0.30000000000000004,0.275,37.8425
504,0.30000000000000004,0.30000000000000004,37.1675
505,0.30000000000000004,0.325,32.095
506,0.30000000000000004,0.35000000000000003,30.8525
507,0.30000000000000004,0.375,30.1975
508,0.30000000000000004,0.4,28.32
509,0.30000000000000004,0.42500000000000004,23.8525
510,0.30000000000000004,0.45,22.4775
511,0.30000000000000004,0.47500000000000003,23.5025
512,0.30000000000000004,0.5,21.5425
513,0.30000000000000004,0.525,22.8225
514,0.30000000000000004,0.55,20.425
515,0.30000000000000004,0.5750000000000001,20.1325
516,0.30000000000000004,0.6000000000000001,19.83
517,0.30000000000000004,0.625,19.8325
518,0.30000000000000004,0.65,17.9225
519,0.30000000000000004,0.675,17.6575
520,0.30000000000000004,0.7000000000000001,17.6
521,0.30000000000000004,0.7250000000000001,15.425
522,0.30000000000000004,0.75,15.3
523,0.30000000000000004,0.775,15.63
524,0.30000000000000004,0.8,16.7275
525,0.30000000000000004,0.8250000000000001,16.0275
526,0.30000000000000004,0.8500000000000001,14.645
527,0.30000000000000004,0.875,14.575
528,0.30000000000000004,0.9,14.3375
529,0.30000000000000004,0.925,13.455
530,0.30000000000000004,0.9500000000000001,13.29
531,0.30000000000000004,0.9750000000000001,13.615
532,0.30000000000000004,1.0,13.9425
533,0.325,0.0,52.53
534,0.325,0.025,50.875
535,0.325,0.05,51.5925
536,0.325,0.07500000000000001,49.7975
537,0.325,0.1,50.345
538,0.325,0.125,46.2075
539,0.325,0.15000000000000002,44.9075
540,0.325,0.17500000000000002,40.9625
541,0.325,0.2,40.52
542,0.325,0.225,38.565
543,0.325,0.25,39.305
544,0.325,0.275,33.2425
545,0.325,0.30000000000000004,33.8475
546,0.325,0.325,31.43
547,0.325,0.35000000000000003,31.6575
548,0.325,0.375,28.4175
549,0.325,0.4,26.375
550,0.325,0.42500000000000004,26.1075
551,0.325,0.45,24.43
552,0.325,0.47500000000000003,23.2575
553,0.325,0.5,24.18
554,0.325,0.525,21.6425
555,0.325,0.55,20.74
556,0.325,0.5750000000000001,20.88
557,0.325,0.6000000000000001,20.3
558,0.325,0.625,17.8375
559,0.325,0.65,19.2
560,0.325,0.675,16.8925
561,0.325,0.7000000000000001,16.6175
562,0.325,0.7250000000000001,16.2525
563,0.325,0.75,15.35
564,0.325,0.775,15.22
565,0.325,0.8,16.2675
566,0.325,0.8250000000000001,15.765
567,0.325,0.8500000000000001,15.73
568,0.325,0.875,15.12
569,0.325,0.9,14.515
570,0.325,0.925,15.3525
571,0.325,0.9500000000000001,14.6225
572,0.325,0.9750000000000001,14.3975
573,0.325,1.0,14.885
574,0.35000000000000003,0.0,45.7775
575,0.35000000000000003,0.025,48.9925
576,0.35000000000000003,0.05,44.635
577,0.35000000000000003,0.07500000000000001,45.78
578,0.35000000000000003,0.1,41.0025
579,0.35000000000000003,0.125,39.765
580,0.35000000000000003,0.15000000000000002,42.985
581,0.35000000000000003,0.17500000000000002,39.7825
582,0.35000000000000003,0.2,36.8375
583,0.35000000000000003,0.225,34.04
584,0.35000000000000003,0.25,37.7025
585,0.35000000000000003,0.275,32.9675
586,0.35000000000000003,0.30000000000000004,31.8325
587,0.35000000000000003,0.325,28.775
588,0.35000000000000003,0.35000000000000003,26.5775
589,0.35000000000000003,0.375,27.29
590,0.35000000000000003,0.4,27.025
591,0.35000000000000003,0.42500000000000004,27.08
592,0.35000000000000003,0.45,23.4775
593,0.35000000000000003,0.47500000000000003,21.185
594,0.35000000000000003,0.5,24.005
595,0.35000000000000003,0.525,21.2175
596,0.35000000000000003,0.55,20.7175
597,0.35000000000000003,0.5750000000000001,18.15
598,0.35000000000000003,0.6000000000000001,17.67
599,0.35000000000000003,0.625,15.835
600,0.35000000000000003,0.65,19.8025
601,0.35000000000000003,0.675,17.725
602,0.35000000000000003,0.7000000000000001,17.2475
603,0.35000000000000003,0.7250000000000001,16.8575
604,0.35000000000000003,0.75,16.8275
605,0.35000000000000003,0.775,16.3825
606,0.35000000000000003,0.8,14.91
607,0.35000000000000003,0.8250000000000001,15.7
608,0.35000000000000003,0.8500000000000001,16.4075
609,0.35000000000000003,0.875,15.405
610,0.35000000000000003,0.9,14.13
611,0.35000000000000003,0.925,14.685
612,0.35000000000000003,0.9500000000000001,12.3025
613,0.35000000000000003,0.9750000000000001,13.8025
614,0.35000000000000003,1.0,14.3725
615,0.375,0.0,48.0875
616,0.375,0.025,45.445
617,0.375,0.05,43.2025
618,0.375,0.07500000000000001,43.535
619,0.375,0.1,41.66
620,0.375,0.125,43.2675
621,0.375,0.15000000000000002,38.4225
622,0.375,0.17500000000000002,38.5175
623,0.375,0.2,37.8775
624,0.375,0.225,35.0275
625,0.375,0.25,30.3725
626,0.375,0.275,29.74
627,0.375,0.30000000000000004,28.3225
628,0.375,0.325,29.84
629,0.375,0.35000000000000003,27.355
630,0.375,0.375,25.46
631,0.375,0.4,26.66
632,0.375,0.42500000000000004,23.27
633,0.375,0.45,23.3925
634,0.375,0.47500000000000003,22.59
635,0.375,0.5,23.01
636,0.375,0.525,21.345
637,0.375,0.55,19.895
638,0.375,0.5750000000000001,19.2975
639,0.375,0.6000000000000001,20.2475
640,0.375,0.625,19.68
641,0.375,0.65,17.3975
642,0.375,0.675,16.745
643,0.375,0.7000000000000001,16.69
644,0.375,0.7250000000000001,16.6675
645,0.375,0.75,16.3925
646,0.375,0.775,16.1175
647,0.375,0.8,14.1375
648,0.375,0.8250000000000001,14.81
649,0.375,0.8500000000000001,15.64
650,0.375,0.875,15.9875
651,0.375,0.9,13.815
652,0.375,0.925,14.78
653,0.375,0.9500000000000001,14.115
654,0.375,0.9750000000000001,13.7475
655,0.375,1.0,12.9575
656,0.4,0.0,35.295
657,0.4,0.025,42.8025
658,0.4,0.05,43.5375
659,0.4,0.07500000000000001,39.2525
660,0.4,0.1,37.54
661,0.4,0.125,38.4425
662,0.4,0.15000000000000002,36.0975
663,0.4,0.17500000000000002,34.9575
664,0.4,0.2,31.4475
665,0.4,0.225,32.5525
666,0.4,0.25,29.235
667,0.4,0.275,30.23
668,0.4,0.30000000000000004,31.2375
669,0.4,0.325,28.1875
670,0.4,0.35000000000000003,28.145
671,0.4,0.375,26.1625
672,0.4,0.4,24.6275
673,0.4,0.42500000000000004,24.3
674,0.4,0.45,22.76
675,0.4,0.47500000000000003,20.7325
676,0.4,0.5,21.7525
677,0.4,0.525,21.36
678,0.4,0.55,20.0875
679,0.4,0.5750000000000001,17.6225
680,0.4,0.6000000000000001,20.1925
681,0.4,0.625,17.2125
682,0.4,0.65,16.8025
683,0.4,0.675,17.07
684,0.4,0.7000000000000001,17.18
685,0.4,0.7250000000000001,17.6725
686,0.4,0.75,16.325
687,0.4,0.775,16.69
688,0.4,0.8,16.5025
689,0.4,0.8250000000000001,15.9075
690,0.4,0.8500000000000001,15.3125
691,0.4,0.875,14.7075
692,0.4,0.9,15.285
693,0.4,0.925,13.73
694,0.4,0.9500000000000001,13.4475
695,0.4,0.9750000000000001,14.3325
696,0.4,1.0,12.66
697,0.42500000000000004,0.0,36.205
698,0.42500000000000004,0.025,36.2075
699,0.42500000000000004,0.05,39.025
700,0.42500000000000004,0.07500000000000001,38.2025
701,0.42500000000000004,0.1,35.7875
702,0.42500000000000004,0.125,37.6175
703,0.42500000000000004,0.15000000000000002,36.195
704,0.42500000000000004,0.17500000000000002,31.79
705,0.42500000000000004,0.2,29.4175
706,0.42500000000000004,0.225,29.785
707,0.42500000000000004,0.25,32.445
708,0.42500000000000004,0.275,31.4425
709,0.42500000000000004,0.30000000000000004,26.6275
710,0.42500000000000004,0.325,27.02
711,0.42500000000000004,0.35000000000000003,24.475
712,0.42500000000000004,0.375,23.74
713,0.42500000000000004,0.4,25.105
714,0.42500000000000004,0.42500000000000004,23.645
715,0.42500000000000004,0.45,22.33
716,0.42500000000000004,0.47500000000000003,23.8775
717,0.42500000000000004,0.5,18.8675
718,0.42500000000000004,0.525,20.28
719,0.42500000000000004,0.55,18.745
720,0.42500000000000004,0.5750000000000001,19.53
721,0.42500000000000004,0.6000000000000001,19.025
722,0.42500000000000004,0.625,16.81
723,0.42500000000000004,0.65,18.9225
724,0.42500000000000004,0.675,16.735
725,0.42500000000000004,0.7000000000000001,16.6575
726,0.42500000000000004,0.7250000000000001,16.44
727,0.42500000000000004,0.75,15.94
728,0.42500000000000004,0.775,15.61
729,0.42500000000000004,0.8,13.98
730,0.42500000000000004,0.8250000000000001,15.005
731,0.42500000000000004,0.8500000000000001,13.3425
732,0.42500000000000004,0.875,14.68
733,0.42500000000000004,0.9,13.7675
734,0.42500000000000004,0.925,13.2825
735,0.42500000000000004,0.9500000000000001,11.84
736,0.42500000000000004,0.9750000000000001,12.635
737,0.42500000000000004,1.0,13.6025
738,0.45,0.0,32.9075
739,0.45,0.025,39.1625
740,0.45,0.05,35.5175
741,0.45,0.07500000000000001,33.375
742,0.45,0.1,32.72
743,0.45,0.125,32.0575
744,0.45,0.15000000000000002,33.24
745,0.45,0.17500000000000002,32.5175
746,0.45,0.2,25.725
747,0.45,0.225,30.14
748,0.45,0.25,30.9075
749,0.45,0.275,28.0125
750,0.45,0.30000000000000004,28.47
751,0.45,0.325,27.87
752,0.45,0.35000000000000003,27.4525
753,0.45,0.375,22.1675
754,0.45,0.4,23.075
755,0.45,0.42500000000000004,23.165
756,0.45,0.45,21.5375
757,0.45,0.47500000000000003,21.3
758,0.45,0.5,21.3875
759,0.45,0.525,18.61
760,0.45,0.55,17.895
761,0.45,0.5750000000000001,18.95
762,0.45,0.6000000000000001,16.3225
763,0.45,0.625,14.945
764,0.45,0.65,19.06
765,0.45,0.675,16.82
766,0.45,0.7000000000000001,14.15
767,0.45,0.7250000000000001,14.715
768,0.45,0.75,15.54
769,0.45,0.775,15.9625
770,0.45,0.8,15.6375
771,0.45,0.8250000000000001,15.415
772,0.45,0.8500000000000001,14.62
773,0.45,0.875,13.6875
774,0.45,0.9,12.1525
775,0.45,0.925,14.4125
776,0.45,0.9500000000000001,14.3575
777,0.45,0.9750000000000001,15.105
778,0.45,1.0,13.54
